0	2	2.32930847
1	3	1.617596641
2	4	0.574348578
3	5	3.047447302
4	6	1.158261424
5	7	1.168018744
6	8	0.186517339
7	9	0.660714776
8	10	1.940392545
9	11	0.331450553
10	12	4.416679149
11	13	0.041705904
12	14	0.295312429
13	15	1.533596982
14	16	1.070133002
15	17	1.709743308
16	18	2.303745544
17	19	0.22080679
18	20	0.483708962
19	21	0.986442429
20	22	1.055605798
21	23	1.019798032
22	24	0.285057423
23	25	0.687486243
24	26	0.434222519
25	27	0.88963034
26	28	1.526955034
27	29	0.627438837
28	30	0.005963963
29	31	0.637009348
30	32	2.456432155
31	33	0.256788082
32	34	0.00817066
33	35	0.684079193
